article_id,ApproximateTitle,major_issue,study_type,preregistered,synthesised,other_data,analysis,robust_check,materials,replication,coi,materials_location,materials_access,prereg_location,prereg_access,prereg_aspects,analysis_location,analysis_access,other_data_location,other_data_access,other_data_type,synth_docu,synth_location,synth_access,year,coder1,coder2,isOA
845,Use of folic acid supplements in early pregnancy in relation to maternal plasma levels in week 18 of pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Julien,NA,Yes
854,Early growth patterns in children with autism.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Julien,NA,Yes
859,"Remission, continuation and incidence of eating disorders during early pregnancy: a validation study in a population-based birth cohort.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Julien,NA,Yes
871,Association between intake of artificially sweetened and sugar-sweetened beverages and preterm delivery: a large prospective cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Julien,NA,Yes
889,Pregnancy Outcome After Exposure to Antidepressants and the Role of Maternal Depression Results From the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Julien,NA,No
894,"Maternal pre-pregnant body mass index, maternal weight change and offspring birthweight.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Julien,NA,Yes
905,"Impact of mothers' negative affectivity, parental locus of control and child-feeding practices on dietary patterns of 3-year-old children: The MoBa Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Julien,NA,Yes
914,Association between inhibited binding of folic acid to folate receptor a in maternal serum and folate-related birth defects in Norway.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Julien,NA,Yes
931,"Risk of spontaneous preterm delivery in a low-risk population: the impact of maternal febrile episodes, urinary tract infection, pneumonia and ear-nose-throat infections.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Julien,NA,No
937,Partner relationship satisfaction and maternal emotional distress in early pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Julien,NA,Yes
941,Emotional reactivity in infants with congenital heart defects and maternal symptoms of postnatal depression.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Julien,NA,No
942,Long-Term Symptoms of Depression and Anxiety in Mothers of Infants with Congenital Heart Defects.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Julien,NA,Yes
955,Exploration of biomarkers for total fish intake in pregnant Norwegian women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,Julien,NA,Yes
974,"Maternal Body Composition, Smoking, and Hyperemesis Gravidarum.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Julien,NA,No
976,In utero exposure to tobacco smoke and subsequent reduced fertility in females.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Julien,NA,Yes
980,Birth Outcomes in Women with Eating Disorders in the Norwegian Mother and Child Cohort Study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,Julien,NA,Yes
990,Attitudes Toward Weight Gain During Pregnancy: Results from the Norwegian Mother and Child Cohort Study (MoBa).,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,Julien,NA,Yes
1015,"Patterns of remission, continuation and incidence of broadly defined eating disorders during early pregnancy in the Norwegian Mother and Child Cohort Study (MoBa).",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,Julien,NA,Yes
1016,Effects of pre- and postnatal exposure to parental smoking on early childhood respiratory health.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,Julien,NA,No
1022,The Mother and Child Cohort Study will give new answers.,not in English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Julien,NA,Yes
1025,The biobank of the Norwegian mother and child cohort Study: A resource for the next 100 years.,other,no empirical data,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,Julien,NA,Yes
796,"Eating disorders, pregnancy, and the postpartum period : findings from the Norwegian Mother and Child Cohort Study (MoBa).",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Agata,NA,Yes
264,Maternal Gestational Diabetes Mellitus and Newborn DNA Methylation: Findings From the Pregnancy and Childhood Epigenetics Consortium.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
697,Prenatal exposure to anxiolytics and hypnotics and language competence at 3 years of age.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Agata,NA,No
659,Folic acid supplements and risk for oral clefts in the newborn: a population-based study.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
239,"Pre- and post-natal factors and physical activity in childhood: The Norwegian Mother, Father and Child Cohort study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Agata,NA,No
7,Aryl hydrocarbon receptor activity in human breast milk and cryptorchidism: a case-control study within the prospective norwegian humis cohort.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
276,Maternal and child gluten intake and association with type 1 diabetes: The Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,freely available,sensitivity & power,freely available,no,statement says no,Supplementary materials hosted by the journal,Yes,NA,NA,NA,Upon request from the authors,No,NA,NA,NA,NA,NA,NA,2020,Agata,NA,Yes
763,Medication safety in pregnancy–Results from the MoBa study. .,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,Agata,NA,Yes
424,Perinatal death and exposure to dental amalgam fillings during pregnancy in the population-based MoBa cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Agata,NA,Yes
428,Cohort Profile: Pregnancy And Childhood Epigenetics (PACE) Consortium.,no issues,no empirical data,NA,NA,NA,NA,NA,NA,NA,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Agata,NA,Yes
164,Agreement between child and parent reports of children's reactions to interparental conflict.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,Agata,NA,No
190,Cohort description: Measures of early-life behaviour and later psychopathology in the LifeCycle Project - EU Child Cohort Network.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
381,Leisure-time physical activity before pregnancy and risk of hyperemesis gravidarum: a population-based cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Agata,NA,Yes
822,The Impact of a Child's Special Health Care Needs on Maternal Work Participation during Early Motherhood.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Agata,NA,No
618,Prenatal and infant paracetamol exposure and development of asthma: the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,NA,Yes
258,Modeling exposures of medications used episodically during pregnancy: Triptans as a motivating example.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Agata,NA,Yes
648,Postponing parenthood to advanced age.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,NA,Yes
698,Adult ADHD Symptoms and Satisfaction With Life: Does Age and Sex Matter?,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Agata,NA,Yes
700,Birthweight and Childhood Cancer: Preliminary Findings from the International Childhood Cancer Cohort Consortium (I4C).,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Agata,NA,Yes
703,"Environmental, dietary, maternal, and fetal predictors of bulky DNA adducts in cord blood: a European mother-child study (NewGeneris).",no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Agata,NA,Yes
969,Maternal and Fetal Genetic Associations of PTGER3 and PON1 with Preterm Birth.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Agata,NA,Yes
555,Language competence and communication skills in 3-year-old children after prenatal exposure to analgesic opioids.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Agata,NA,Yes
625,Co-Occurrence of ADHD and Anxiety in Preschool Children.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,NA,No
25,"The association between miscarriage and fecundability: The Norwegian Mother, Father and Child Cohort Study.",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Agata,NA,Yes
912,Factors Associated with Binge Eating Disorder in Pregnancy.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Agata,NA,Yes
645,Prenatal methylmercury exposure and language delay at three years of age in the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,NA,No
215,Association of Timing and Duration of Prenatal Analgesic Opioid Exposure With Attention-Deficit/Hyperactivity Disorder in Children.,no issues,Secondary analysis of MoBa data,No,No,yes,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,Supplementary materials hosted by the journal,Yes,metadata,NA,NA,NA,2021,Agata,NA,Yes
1018,Men's body mass index and infertility.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,Agata,NA,Yes
31,Age and sex effects on DNA methylation sites linked to genes implicated in severe COVID-19 and SARS-CoV-2 host cell entry.,no issues,Secondary analysis of MoBa data,No,No,yes,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,Supplementary materials hosted by the journal,Yes,metadata,NA,NA,NA,2022,Agata,NA,Yes
673,Association of Maternal Report of Infant and Toddler Gastrointestinal Symptoms With Autism Evidence From a Prospective Birth Cohort.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Agata,NA,Yes
906,"Impact of Gender, Maternal Education, and Birth Order on the Development of Language Comprehension: A Longitudinal Study from 18 to 36 Months of Age.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,Agata,NA,No
571,"Pre-conception and prenatal alcohol exposure from mothers and fathers drinking and head circumference: results from the Norwegian Mother-Child Study (MoBa) (vol 6, 39535, 2016).",no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Agata,NA,Yes
569,Genetic Associations with Gestational Duration and Spontaneous Preterm Birth.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Agata,NA,Yes
342,Maternal Thyroid Hormone Replacement Therapy Exposure and Language and Communication Skills of Offspring at 8 Years of Age.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity & power,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Agata,NA,Yes
312,Environmental toxicants in breast milk of norwegian mothers and gut bacteria composition and metabolites in their infants at 1 month.,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
667,Prenatal triptan exposure and externalising symptoms.,no access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agata,NA,Yes
710,Associations of Child Temperament with Child Overweight and Breakfast Habits: A Population Study in Five-Year-Olds.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Agata,NA,Yes
972,Breastfeeding practice in mothers with eating disorders.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,Agata,NA,Yes
490,"Seizures, syndromes, and etiologies in childhood epilepsy: the international league against epilepsy 1981, 1989, and 2017 classifications used in a population‐based cohort.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Agata,NA,Yes
487,Maternal and fetal genetic contribution to gestational weight gain.,no issues,Unclear,NA,NA,NA,NA,NA,NA,NA,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Agata,NA,Yes
827,Maternal and Early Postnatal Nutrition and Mental Health of Offspring by Age 5 Years: A Prospective Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Agata,NA,No
142,Perinatal Depression and Anxiety in Women With Multiple Sclerosis: A Population-Based Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,2021,Max,NA,Yes
143,Parental Prenatal Symptoms of Depression and Offspring Symptoms of ADHD: A Genetically Informed Intergenerational Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,2020,Max,NA,Yes
544,Parent-Endorsed Sex Differences in Toddlers with and Without ASD: Utilizing the M-CHAT.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Max,NA,Yes
988,Correlates of regular exercise during pregnancy: the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Max,NA,Yes
358,Hypertensive Disorders of Pregnancy and DNA Methylation in Newborns: Findings From the Pregnancy and Childhood Epigenetics Consortium.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Max,NA,Yes
418,A Family Based Study of Carbon Monoxide and Nitric Oxide Signalling Genes and Preeclampsia.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Max,NA,Yes
1,"Childhood temperamental, emotional, and behavioral characteristics associated with mood and anxiety disorders in adolescence – a prospective study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Max,NA,Yes
233,Genetic Associations Between Childhood Psychopathology and Adult Depression and Associated Traits in 42 998 Individuals: A Meta-analysis.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Max,NA,Yes
672,Behavioural effects of fetal antidepressant exposure in a Norwegian cohort of discordant siblings.,no issues,Secondary analysis of MoBa data,No,No,no,no,sensitivity,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,Max,NA,Yes
863,Mode of delivery and postpartum emotional distress: a cohort study of 55 814 women.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,Max,NA,Yes
848,"Prevalence of sexual, physical and emotional abuse in the Norwegian mother and child cohort study.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,Max,NA,Yes
267,Language impairment in children aged 5 and 8 years after antiepileptic drug exposure in utero - the Norwegian Mother and Child Cohort Study.,no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,no statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Max,NA,Yes
127,The associations between maternal and child diet quality and child ADHD - findings from a large Norwegian pregnancy cohort study.,no issues,Secondary analysis of MoBa data,No,No,no,authors point to third party,no,no,no,statement says no,NA,NA,NA,NA,NA,Upon request from the authors,No,NA,NA,NA,NA,NA,NA,2021,Max,NA,Yes
389,"Impact of maternal body mass index and gestational weight gain on pregnancy complications: an individual participant data meta-analysis of European, North American and Australian cohorts.",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,Max,NA,Yes
501,"Maternal cell phone use in early pregnancy and child's language, communication and motor skills at 3 and 5 years: the norwegian mother and child cohort study (moba).",no issues,Secondary analysis of MoBa data,No,No,no,no,no,no,no,statement says no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Max,NA,Yes
